"Good_Rating","Checking Account Status","Duration","Credit History","Purpose","Amount","Savings Account/Bonds","Present Employment since","Installment rate in % of disposable income","Personal Status","Other debtors","Present residence since","Property","Age","Other installment plans","Housing","Number of existing credits","Job type","Number of dependents","Telephone","Foreign worker"
"false","0 to 200 DM ",12,"existing credits paid back duly till now ","new car  ",836,"100 to 500 DM ","Less than 1 year ",4,"female divorced separated married ","none ",2,"0 to 200 DM 2",23,"no checking account 1","own ",1,"unskilled - resident ",1,"none ","yes "
"true","0 to 200 DM ",20,"existing credits paid back duly till now ","used car  ",6468,"unknown no savings account ","unemployed ",1,"male divorced separated ","none ",4,"0 to 200 DM 1",60,"no checking account 3","own ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"true","0 to 200 DM ",18,"existing credits paid back duly till now ","business ",1941,"Greater than 1000 DM ","1 to 4 years ",4,"male single ","none ",2,"0 to 200 DM 2",35,"no checking account 3","own ",1,"unskilled - resident ",1,"yes registered under the customers name ","yes "
"true","no checking account ",22,"existing credits paid back duly till now ","radio television ",2675,"500 to 1000 DM ","Greater than 7 years ",3,"male single ","none ",4,"0 to 200 DM 3",40,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",48,"critical account other credits existing (not at this bank) ","used car  ",2751,"unknown no savings account ","Greater than 7 years ",4,"male single ","none ",3,"0 to 200 DM 3",38,"no checking account 3","own ",2,"skilled employee official ",2,"yes registered under the customers name ","yes "
"false","0 to 200 DM ",48,"delay in paying off in the past ","education ",6224,"Less than 100 DM","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 4",50,"no checking account 3","for free ",1,"skilled employee official ",1,"none ","yes "
"false","Less than 0 DM ",40,"critical account other credits existing (not at this bank) ","education ",5998,"Less than 100 DM","1 to 4 years ",4,"male single ","none ",3,"0 to 200 DM 4",27,"no checking account 1","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","0 to 200 DM ",21,"existing credits paid back duly till now ","business ",1188,"Less than 100 DM","Greater than 7 years ",2,"female divorced separated married ","none ",4,"0 to 200 DM 2",39,"no checking account 3","own ",1,"skilled employee official ",2,"none ","yes "
"true","no checking account ",24,"existing credits paid back duly till now ","used car  ",6313,"unknown no savings account ","Greater than 7 years ",3,"male single ","none ",4,"0 to 200 DM 3",41,"no checking account 3","own ",1,"management self-employed highly qualified employee officer ",2,"yes registered under the customers name ","yes "
"true","no checking account ",6,"critical account other credits existing (not at this bank) ","furniture equipment ",1221,"unknown no savings account ","1 to 4 years ",1,"male married widowed ","none ",2,"0 to 200 DM 2",27,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"true","Greater than 200 DM",24,"existing credits paid back duly till now ","furniture equipment ",2892,"Less than 100 DM","Greater than 7 years ",3,"male divorced separated ","none ",4,"0 to 200 DM 4",51,"no checking account 3","for free ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",24,"existing credits paid back duly till now ","furniture equipment ",3062,"500 to 1000 DM ","Greater than 7 years ",4,"male single ","none ",3,"0 to 200 DM 4",32,"no checking account 3","rent ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",9,"existing credits paid back duly till now ","furniture equipment ",2301,"100 to 500 DM ","Less than 1 year ",2,"female divorced separated married ","none ",4,"0 to 200 DM 2",22,"no checking account 3","rent ",1,"skilled employee official ",1,"none ","yes "
"false","Less than 0 DM ",18,"existing credits paid back duly till now ","used car  ",7511,"unknown no savings account ","Greater than 7 years ",1,"male single ","none ",4,"0 to 200 DM 2",51,"no checking account 3","for free ",1,"skilled employee official ",2,"yes registered under the customers name ","yes "
"true","no checking account ",12,"critical account other credits existing (not at this bank) ","furniture equipment ",1258,"Less than 100 DM","Less than 1 year ",2,"female divorced separated married ","none ",4,"0 to 200 DM 2",22,"no checking account 3","rent ",2,"unskilled - resident ",1,"none ","yes "
"true","no checking account ",24,"delay in paying off in the past ","new car  ",717,"unknown no savings account ","Greater than 7 years ",4,"male married widowed ","none ",4,"0 to 200 DM 3",54,"no checking account 3","own ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","0 to 200 DM ",9,"existing credits paid back duly till now ","new car  ",1549,"unknown no savings account ","Less than 1 year ",4,"male single ","none ",2,"0 to 200 DM 1",35,"no checking account 3","own ",1,"unemployed unskilled - non-resident ",1,"none ","yes "
"true","no checking account ",24,"critical account other credits existing (not at this bank) ","education ",1597,"Less than 100 DM","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 4",54,"no checking account 3","for free ",2,"skilled employee official ",2,"none ","yes "
"true","0 to 200 DM ",18,"critical account other credits existing (not at this bank) ","radio television ",1795,"Less than 100 DM","Greater than 7 years ",3,"female divorced separated married ","guarantor ",4,"0 to 200 DM 1",48,"no checking account 1","rent ",2,"unskilled - resident ",1,"yes registered under the customers name ","yes "
"true","Less than 0 DM ",20,"critical account other credits existing (not at this bank) ","furniture equipment ",4272,"Less than 100 DM","Greater than 7 years ",1,"female divorced separated married ","none ",4,"0 to 200 DM 2",24,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"true","no checking account ",12,"critical account other credits existing (not at this bank) ","radio television ",976,"unknown no savings account ","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 3",35,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"true","0 to 200 DM ",12,"existing credits paid back duly till now ","new car  ",7472,"unknown no savings account ","unemployed ",1,"female divorced separated married ","none ",2,"0 to 200 DM 1",24,"no checking account 3","rent ",1,"unemployed unskilled - non-resident ",1,"none ","yes "
"false","Less than 0 DM ",36,"existing credits paid back duly till now ","new car  ",9271,"Less than 100 DM","4 to 7 years ",2,"male single ","none ",1,"0 to 200 DM 3",24,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","0 to 200 DM ",6,"existing credits paid back duly till now ","radio television ",590,"Less than 100 DM","Less than 1 year ",3,"male married widowed ","none ",3,"0 to 200 DM 1",26,"no checking account 3","own ",1,"unskilled - resident ",1,"none ","no "
"true","no checking account ",12,"critical account other credits existing (not at this bank) ","radio television ",930,"unknown no savings account ","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 1",65,"no checking account 3","own ",4,"skilled employee official ",1,"none ","yes "
"true","0 to 200 DM ",42,"all credits at this bank paid back duly","used car  ",9283,"Less than 100 DM","unemployed ",1,"male single ","none ",2,"0 to 200 DM 4",55,"no checking account 1","for free ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"false","0 to 200 DM ",15,"no credits taken all credits paid back duly ","new car  ",1778,"Less than 100 DM","Less than 1 year ",2,"female divorced separated married ","none ",1,"0 to 200 DM 1",26,"no checking account 3","rent ",2,"unemployed unskilled - non-resident ",1,"none ","yes "
"true","0 to 200 DM ",8,"existing credits paid back duly till now ","business ",907,"Less than 100 DM","Less than 1 year ",3,"male married widowed ","none ",2,"0 to 200 DM 1",26,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","0 to 200 DM ",6,"existing credits paid back duly till now ","radio television ",484,"Less than 100 DM","4 to 7 years ",3,"male married widowed ","guarantor ",3,"0 to 200 DM 1",28,"no checking account 1","own ",1,"unskilled - resident ",1,"none ","yes "
"false","Less than 0 DM ",36,"critical account other credits existing (not at this bank) ","used car  ",9629,"Less than 100 DM","4 to 7 years ",4,"male single ","none ",4,"0 to 200 DM 3",24,"no checking account 3","own ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",48,"existing credits paid back duly till now ","domestic appliances ",3051,"Less than 100 DM","1 to 4 years ",3,"male single ","none ",4,"0 to 200 DM 3",54,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"false","Less than 0 DM ",48,"existing credits paid back duly till now ","new car  ",3931,"Less than 100 DM","4 to 7 years ",4,"male single ","none ",4,"0 to 200 DM 4",46,"no checking account 3","for free ",1,"skilled employee official ",2,"none ","yes "
"true","0 to 200 DM ",36,"delay in paying off in the past ","new car  ",7432,"Less than 100 DM","1 to 4 years ",2,"female divorced separated married ","none ",2,"0 to 200 DM 2",54,"no checking account 3","rent ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",6,"existing credits paid back duly till now ","domestic appliances ",1338,"500 to 1000 DM ","1 to 4 years ",1,"male divorced separated ","none ",4,"0 to 200 DM 1",62,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",6,"critical account other credits existing (not at this bank) ","radio television ",1554,"Less than 100 DM","4 to 7 years ",1,"female divorced separated married ","none ",2,"0 to 200 DM 3",24,"no checking account 3","rent ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","Less than 0 DM ",36,"existing credits paid back duly till now ","used car  0",15857,"Less than 100 DM","unemployed ",2,"male divorced separated ","co-applicant ",3,"0 to 200 DM 3",43,"no checking account 3","own ",1,"management self-employed highly qualified employee officer ",1,"none ","yes "
"false","Less than 0 DM ",18,"existing credits paid back duly till now ","radio television ",1345,"Less than 100 DM","1 to 4 years ",4,"male married widowed ","none ",3,"0 to 200 DM 1",26,"no checking account 1","own ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",12,"existing credits paid back duly till now ","new car  ",1101,"Less than 100 DM","1 to 4 years ",3,"male married widowed ","none ",2,"0 to 200 DM 1",27,"no checking account 3","own ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","Greater than 200 DM",12,"existing credits paid back duly till now ","radio television ",3016,"Less than 100 DM","1 to 4 years ",3,"male married widowed ","none ",1,"0 to 200 DM 3",24,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"false","Less than 0 DM ",36,"existing credits paid back duly till now ","furniture equipment ",2712,"Less than 100 DM","Greater than 7 years ",2,"male single ","none ",2,"0 to 200 DM 2",41,"no checking account 1","own ",1,"skilled employee official ",2,"none ","yes "
"true","Less than 0 DM ",8,"critical account other credits existing (not at this bank) ","new car  ",731,"Less than 100 DM","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 1",47,"no checking account 3","own ",2,"unskilled - resident ",1,"none ","yes "
"true","no checking account ",18,"critical account other credits existing (not at this bank) ","furniture equipment ",3780,"Less than 100 DM","Less than 1 year ",3,"male divorced separated ","none ",2,"0 to 200 DM 3",35,"no checking account 3","own ",2,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"true","Less than 0 DM ",21,"critical account other credits existing (not at this bank) ","new car  ",1602,"Less than 100 DM","Greater than 7 years ",4,"male married widowed ","none ",3,"0 to 200 DM 3",30,"no checking account 3","own ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",18,"critical account other credits existing (not at this bank) ","new car  ",3966,"Less than 100 DM","Greater than 7 years ",1,"female divorced separated married ","none ",4,"0 to 200 DM 1",33,"no checking account 1","rent ",3,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","no checking account ",18,"no credits taken all credits paid back duly ","business ",4165,"Less than 100 DM","1 to 4 years ",2,"male single ","none ",2,"0 to 200 DM 3",36,"no checking account 2","own ",2,"skilled employee official ",2,"none ","yes "
"false","Less than 0 DM ",36,"existing credits paid back duly till now ","used car  ",8335,"unknown no savings account ","Greater than 7 years ",3,"male single ","none ",4,"0 to 200 DM 4",47,"no checking account 3","for free ",1,"skilled employee official ",1,"none ","yes "
"true","0 to 200 DM ",48,"delay in paying off in the past ","business ",6681,"unknown no savings account ","1 to 4 years ",4,"male single ","none ",4,"0 to 200 DM 4",38,"no checking account 3","for free ",1,"skilled employee official ",2,"yes registered under the customers name ","yes "
"true","no checking account ",24,"delay in paying off in the past ","business ",2375,"500 to 1000 DM ","1 to 4 years ",4,"male single ","none ",2,"0 to 200 DM 3",44,"no checking account 3","own ",2,"skilled employee official ",2,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",18,"existing credits paid back duly till now ","new car  ",1216,"Less than 100 DM","Less than 1 year ",4,"female divorced separated married ","none ",3,"0 to 200 DM 3",23,"no checking account 3","rent ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",45,"no credits taken all credits paid back duly ","business ",11816,"Less than 100 DM","Greater than 7 years ",2,"male single ","none ",4,"0 to 200 DM 3",29,"no checking account 3","rent ",2,"skilled employee official ",1,"none ","yes "
"true","0 to 200 DM ",24,"existing credits paid back duly till now ","radio television ",5084,"unknown no savings account ","Greater than 7 years ",2,"female divorced separated married ","none ",4,"0 to 200 DM 3",42,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","Greater than 200 DM",15,"existing credits paid back duly till now ","radio television ",2327,"Less than 100 DM","Less than 1 year ",2,"female divorced separated married ","none ",3,"0 to 200 DM 1",25,"no checking account 3","own ",1,"unskilled - resident ",1,"none ","yes "
"false","Less than 0 DM ",12,"no credits taken all credits paid back duly ","new car  ",1082,"Less than 100 DM","1 to 4 years ",4,"male single ","none ",4,"0 to 200 DM 3",48,"no checking account 1","own ",2,"skilled employee official ",1,"none ","yes "
"true","no checking account ",12,"existing credits paid back duly till now ","radio television ",886,"unknown no savings account ","1 to 4 years ",4,"female divorced separated married ","none ",2,"0 to 200 DM 3",21,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",4,"existing credits paid back duly till now ","furniture equipment ",601,"Less than 100 DM","Less than 1 year ",1,"female divorced separated married ","none ",3,"0 to 200 DM 1",23,"no checking account 3","rent ",1,"unskilled - resident ",2,"none ","yes "
"true","Less than 0 DM ",24,"critical account other credits existing (not at this bank) ","used car  ",2957,"Less than 100 DM","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 2",63,"no checking account 3","own ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",24,"critical account other credits existing (not at this bank) ","radio television ",2611,"Less than 100 DM","Greater than 7 years ",4,"male married widowed ","co-applicant ",3,"0 to 200 DM 1",46,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"false","Less than 0 DM ",36,"existing credits paid back duly till now ","furniture equipment ",5179,"Less than 100 DM","4 to 7 years ",4,"male single ","none ",2,"0 to 200 DM 2",29,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",21,"delay in paying off in the past ","used car  ",2993,"Less than 100 DM","1 to 4 years ",3,"male single ","none ",2,"0 to 200 DM 1",28,"no checking account 2","own ",2,"unskilled - resident ",1,"none ","yes "
"false","no checking account ",18,"existing credits paid back duly till now ","repairs ",1943,"Less than 100 DM","Less than 1 year ",4,"female divorced separated married ","none ",4,"0 to 200 DM 1",23,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",24,"all credits at this bank paid back duly","business ",1559,"Less than 100 DM","4 to 7 years ",4,"male single ","none ",4,"0 to 200 DM 3",50,"no checking account 1","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",18,"existing credits paid back duly till now ","furniture equipment ",3422,"Less than 100 DM","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 2",47,"no checking account 1","own ",3,"skilled employee official ",2,"yes registered under the customers name ","yes "
"true","0 to 200 DM ",21,"existing credits paid back duly till now ","furniture equipment ",3976,"unknown no savings account ","4 to 7 years ",2,"male single ","none ",3,"0 to 200 DM 3",35,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","no checking account ",18,"existing credits paid back duly till now ","new car  ",6761,"unknown no savings account ","1 to 4 years ",2,"male single ","none ",4,"0 to 200 DM 3",68,"no checking account 3","rent ",2,"skilled employee official ",1,"none ","yes "
"true","no checking account ",24,"existing credits paid back duly till now ","new car  ",1249,"Less than 100 DM","Less than 1 year ",4,"male married widowed ","none ",2,"0 to 200 DM 1",28,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","Less than 0 DM ",9,"existing credits paid back duly till now ","radio television ",1364,"Less than 100 DM","4 to 7 years ",3,"male single ","none ",4,"0 to 200 DM 1",59,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"false","Less than 0 DM ",12,"existing credits paid back duly till now ","radio television ",709,"Less than 100 DM","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 1",57,"no checking account 2","own ",1,"unskilled - resident ",1,"none ","yes "
"false","Less than 0 DM ",20,"critical account other credits existing (not at this bank) ","new car  ",2235,"Less than 100 DM","1 to 4 years ",4,"male married widowed ","guarantor ",2,"0 to 200 DM 2",33,"no checking account 1","rent ",2,"skilled employee official ",1,"none ","no "
"true","no checking account ",24,"critical account other credits existing (not at this bank) ","used car  ",4042,"unknown no savings account ","4 to 7 years ",3,"male single ","none ",4,"0 to 200 DM 2",43,"no checking account 3","own ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",15,"critical account other credits existing (not at this bank) ","radio television ",1471,"Less than 100 DM","1 to 4 years ",4,"male single ","none ",4,"0 to 200 DM 4",35,"no checking account 3","for free ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",18,"all credits at this bank paid back duly","new car  ",1442,"Less than 100 DM","4 to 7 years ",4,"male single ","none ",4,"0 to 200 DM 4",32,"no checking account 3","for free ",2,"unskilled - resident ",2,"none ","yes "
"true","no checking account ",36,"delay in paying off in the past ","new car  ",10875,"Less than 100 DM","Greater than 7 years ",2,"male single ","none ",2,"0 to 200 DM 3",45,"no checking account 3","own ",2,"skilled employee official ",2,"yes registered under the customers name ","yes "
"true","no checking account ",24,"existing credits paid back duly till now ","new car  ",1474,"100 to 500 DM ","Less than 1 year ",4,"male married widowed ","none ",3,"0 to 200 DM 1",33,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",10,"existing credits paid back duly till now ","retraining ",894,"unknown no savings account ","4 to 7 years ",4,"female divorced separated married ","none ",3,"0 to 200 DM 2",40,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",15,"critical account other credits existing (not at this bank) ","furniture equipment ",3343,"Less than 100 DM","1 to 4 years ",4,"male single ","none ",2,"0 to 200 DM 4",28,"no checking account 3","for free ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",15,"existing credits paid back duly till now ","new car  ",3959,"Less than 100 DM","1 to 4 years ",3,"female divorced separated married ","none ",2,"0 to 200 DM 2",29,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",9,"existing credits paid back duly till now ","new car  ",3577,"100 to 500 DM ","1 to 4 years ",1,"male single ","guarantor ",2,"0 to 200 DM 1",26,"no checking account 3","rent ",1,"skilled employee official ",2,"none ","no "
"true","no checking account ",24,"critical account other credits existing (not at this bank) ","used car  ",5804,"Greater than 1000 DM ","1 to 4 years ",4,"male single ","none ",2,"0 to 200 DM 1",27,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"false","no checking account ",18,"delay in paying off in the past ","business ",2169,"Less than 100 DM","1 to 4 years ",4,"male married widowed ","none ",2,"0 to 200 DM 3",28,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",24,"existing credits paid back duly till now ","radio television ",2439,"Less than 100 DM","Less than 1 year ",4,"female divorced separated married ","none ",4,"0 to 200 DM 1",35,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",27,"critical account other credits existing (not at this bank) ","furniture equipment ",4526,"Greater than 1000 DM ","Less than 1 year ",4,"male single ","none ",2,"0 to 200 DM 1",32,"no checking account 2","own ",2,"unskilled - resident ",2,"yes registered under the customers name ","yes "
"false","no checking account ",10,"existing credits paid back duly till now ","furniture equipment ",2210,"Less than 100 DM","1 to 4 years ",2,"male single ","none ",2,"0 to 200 DM 1",25,"no checking account 1","rent ",1,"unskilled - resident ",1,"none ","yes "
"true","no checking account ",15,"existing credits paid back duly till now ","furniture equipment ",2221,"500 to 1000 DM ","1 to 4 years ",2,"female divorced separated married ","none ",4,"0 to 200 DM 3",20,"no checking account 3","rent ",1,"skilled employee official ",1,"none ","yes "
"true","Less than 0 DM ",18,"existing credits paid back duly till now ","radio television ",2389,"Less than 100 DM","Less than 1 year ",4,"female divorced separated married ","none ",1,"0 to 200 DM 3",27,"no checking account 2","own ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",12,"critical account other credits existing (not at this bank) ","furniture equipment ",3331,"Less than 100 DM","Greater than 7 years ",2,"male single ","none ",4,"0 to 200 DM 2",42,"no checking account 2","own ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",36,"existing credits paid back duly till now ","business ",7409,"unknown no savings account ","Greater than 7 years ",3,"male single ","none ",2,"0 to 200 DM 2",37,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"true","Less than 0 DM ",12,"existing credits paid back duly till now ","furniture equipment ",652,"Less than 100 DM","Greater than 7 years ",4,"female divorced separated married ","none ",4,"0 to 200 DM 2",24,"no checking account 3","rent ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",36,"delay in paying off in the past ","furniture equipment ",7678,"500 to 1000 DM ","4 to 7 years ",2,"female divorced separated married ","none ",4,"0 to 200 DM 3",40,"no checking account 3","own ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","Greater than 200 DM",6,"critical account other credits existing (not at this bank) ","new car  ",1343,"Less than 100 DM","Greater than 7 years ",1,"male single ","none ",4,"0 to 200 DM 1",46,"no checking account 3","own ",2,"skilled employee official ",2,"none ","no "
"true","Less than 0 DM ",24,"critical account other credits existing (not at this bank) ","business ",1382,"100 to 500 DM ","4 to 7 years ",4,"male single ","none ",1,"0 to 200 DM 1",26,"no checking account 3","own ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",15,"existing credits paid back duly till now ","domestic appliances ",874,"unknown no savings account ","Less than 1 year ",4,"female divorced separated married ","none ",1,"0 to 200 DM 1",24,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","Less than 0 DM ",12,"existing credits paid back duly till now ","furniture equipment ",3590,"Less than 100 DM","1 to 4 years ",2,"male single ","co-applicant ",2,"0 to 200 DM 2",29,"no checking account 3","own ",1,"unskilled - resident ",2,"none ","yes "
"true","0 to 200 DM ",11,"critical account other credits existing (not at this bank) ","new car  ",1322,"Greater than 1000 DM ","1 to 4 years ",4,"female divorced separated married ","none ",4,"0 to 200 DM 3",40,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"true","Less than 0 DM ",18,"all credits at this bank paid back duly","radio television ",1940,"Less than 100 DM","Less than 1 year ",3,"male single ","co-applicant ",4,"0 to 200 DM 4",36,"no checking account 1","for free ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"true","no checking account ",36,"existing credits paid back duly till now ","radio television ",3595,"Less than 100 DM","Greater than 7 years ",4,"male single ","none ",2,"0 to 200 DM 3",28,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"false","Less than 0 DM ",9,"existing credits paid back duly till now ","new car  ",1422,"Less than 100 DM","Less than 1 year ",3,"male single ","none ",2,"0 to 200 DM 4",27,"no checking account 3","for free ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"true","no checking account ",30,"critical account other credits existing (not at this bank) ","radio television ",6742,"unknown no savings account ","4 to 7 years ",2,"male single ","none ",3,"0 to 200 DM 2",36,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"true","no checking account ",24,"existing credits paid back duly till now ","used car  ",7814,"Less than 100 DM","4 to 7 years ",3,"male single ","none ",3,"0 to 200 DM 3",38,"no checking account 3","own ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"true","no checking account ",24,"existing credits paid back duly till now ","used car  ",9277,"unknown no savings account ","1 to 4 years ",2,"male divorced separated ","none ",4,"0 to 200 DM 4",48,"no checking account 3","for free ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","0 to 200 DM ",30,"critical account other credits existing (not at this bank) ","new car  ",2181,"unknown no savings account ","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 1",36,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"true","no checking account ",18,"critical account other credits existing (not at this bank) ","radio television ",1098,"Less than 100 DM","unemployed ",4,"female divorced separated married ","none ",4,"0 to 200 DM 3",65,"no checking account 3","own ",2,"unemployed unskilled - non-resident ",1,"none ","yes "
"false","0 to 200 DM ",24,"existing credits paid back duly till now ","furniture equipment ",4057,"Less than 100 DM","4 to 7 years ",3,"male divorced separated ","none ",3,"0 to 200 DM 3",43,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",12,"existing credits paid back duly till now ","education ",795,"Less than 100 DM","Less than 1 year ",4,"female divorced separated married ","none ",4,"0 to 200 DM 2",53,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","0 to 200 DM ",24,"critical account other credits existing (not at this bank) ","business ",2825,"unknown no savings account ","4 to 7 years ",4,"male single ","none ",3,"0 to 200 DM 4",34,"no checking account 3","own ",2,"skilled employee official ",2,"yes registered under the customers name ","yes "
"false","0 to 200 DM ",48,"existing credits paid back duly till now ","business ",15672,"Less than 100 DM","1 to 4 years ",2,"male single ","none ",2,"0 to 200 DM 3",23,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",36,"critical account other credits existing (not at this bank) ","new car  ",6614,"Less than 100 DM","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 3",34,"no checking account 3","own ",2,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"true","no checking account ",28,"all credits at this bank paid back duly","used car  ",7824,"unknown no savings account ","Less than 1 year ",3,"male single ","guarantor ",4,"0 to 200 DM 1",40,"no checking account 1","rent ",2,"skilled employee official ",2,"yes registered under the customers name ","yes "
"true","Less than 0 DM ",27,"critical account other credits existing (not at this bank) ","business ",2442,"Less than 100 DM","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 3",43,"no checking account 2","own ",4,"management self-employed highly qualified employee officer ",2,"yes registered under the customers name ","yes "
"true","no checking account ",15,"critical account other credits existing (not at this bank) ","radio television ",1829,"Less than 100 DM","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 3",46,"no checking account 3","own ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","Less than 0 DM ",12,"critical account other credits existing (not at this bank) ","new car  ",2171,"Less than 100 DM","1 to 4 years ",4,"male single ","none ",4,"0 to 200 DM 2",38,"no checking account 1","own ",2,"unskilled - resident ",1,"none ","no "
"true","0 to 200 DM ",36,"critical account other credits existing (not at this bank) ","used car  ",5800,"Less than 100 DM","1 to 4 years ",3,"male single ","none ",4,"0 to 200 DM 3",34,"no checking account 3","own ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",18,"critical account other credits existing (not at this bank) ","radio television ",1169,"unknown no savings account ","1 to 4 years ",4,"male single ","none ",3,"0 to 200 DM 2",29,"no checking account 3","own ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",36,"delay in paying off in the past ","used car  ",8947,"unknown no savings account ","4 to 7 years ",3,"male single ","none ",2,"0 to 200 DM 3",31,"no checking account 2","own ",1,"management self-employed highly qualified employee officer ",2,"yes registered under the customers name ","yes "
"true","Less than 0 DM ",21,"existing credits paid back duly till now ","radio television ",2606,"Less than 100 DM","Less than 1 year ",4,"female divorced separated married ","none ",4,"0 to 200 DM 2",28,"no checking account 3","rent ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
